sku,base_sku,original_code,name,description,brand,category,base_price,active,source_status,source_sheet,source_row
SIN MARCA IDENTIFICADA-VIC4,SIN MARCA IDENTIFICADA-VIC4,VIC4,VIC4,Atributo C: BOLSA; Atributo D: 5.0,SIN MARCA IDENTIFICADA,PARCHE VIC,8.10,true,Activo,SIN MARCA IDENTIFICADA,1083
SIN MARCA IDENTIFICADA-VIC5,SIN MARCA IDENTIFICADA-VIC5,VIC5,VIC5,Atributo C: BOLSA; Atributo D: 5.0,SIN MARCA IDENTIFICADA,PARCHE VIC,11.50,true,Activo,SIN MARCA IDENTIFICADA,1084
SIN MARCA IDENTIFICADA-VIC6,SIN MARCA IDENTIFICADA-VIC6,VIC6,VIC6,Atributo C: BOLSA; Atributo D: 5.0,SIN MARCA IDENTIFICADA,PARCHE VIC,16.00,true,Activo,SIN MARCA IDENTIFICADA,1085
SIN MARCA IDENTIFICADA-VIC7,SIN MARCA IDENTIFICADA-VIC7,VIC7,VIC7,Atributo C: BOLSA; Atributo D: 5.0,SIN MARCA IDENTIFICADA,PARCHE VIC,28.00,true,Activo,SIN MARCA IDENTIFICADA,1086
SIN MARCA IDENTIFICADA-VIC 8,SIN MARCA IDENTIFICADA-VIC 8,VIC 8,VIC8,Atributo C: BOLSA; Atributo D: 5.0,SIN MARCA IDENTIFICADA,PARCHE VIC,34.00,true,Activo,SIN MARCA IDENTIFICADA,1087
SIN MARCA IDENTIFICADA-VIC 10,SIN MARCA IDENTIFICADA-VIC 10,VIC 10,VIC10,Atributo C: BOLSA; Atributo D: 5.0,SIN MARCA IDENTIFICADA,PARCHE VIC,44.00,true,Activo,SIN MARCA IDENTIFICADA,1088
SIN MARCA IDENTIFICADA-VIC 12,SIN MARCA IDENTIFICADA-VIC 12,VIC 12,VIC12,Atributo C: BOLSA; Atributo D: 5.0,SIN MARCA IDENTIFICADA,PARCHE VIC,57.00,true,Activo,SIN MARCA IDENTIFICADA,1089
SIN MARCA IDENTIFICADA-VIC 14,SIN MARCA IDENTIFICADA-VIC 14,VIC 14,VIC14,Atributo C: BOLSA; Atributo D: 2.0,SIN MARCA IDENTIFICADA,PARCHE VIC,140.00,true,Activo,SIN MARCA IDENTIFICADA,1090
SIN MARCA IDENTIFICADA-VIC 16,SIN MARCA IDENTIFICADA-VIC 16,VIC 16,VIC16,Atributo C: BOLSA; Atributo D: 2.0,SIN MARCA IDENTIFICADA,PARCHE VIC,164.00,true,Activo,SIN MARCA IDENTIFICADA,1091
SIN MARCA IDENTIFICADA-VIC 18,SIN MARCA IDENTIFICADA-VIC 18,VIC 18,VIC18,Atributo C: BOLSA; Atributo D: 2.0,SIN MARCA IDENTIFICADA,PARCHE VIC,195.00,true,Activo,SIN MARCA IDENTIFICADA,1092
SIN MARCA IDENTIFICADA-CAW1,SIN MARCA IDENTIFICADA-CAW1,CAW1,CONTRAPESO ADHESIVO DE CAMION 1 OZ,Atributo E: CJ/20,SIN MARCA IDENTIFICADA,ADHESIVO,278.40,true,Activo,SIN MARCA IDENTIFICADA,1229
SIN MARCA IDENTIFICADA-CAW2,SIN MARCA IDENTIFICADA-CAW2,CAW2,CONTRAPESO ADHESIVO DE CAMION 2 OZ,Atributo E: CJ/20,SIN MARCA IDENTIFICADA,ADHESIVO,278.40,true,Activo,SIN MARCA IDENTIFICADA,1230
SIN MARCA IDENTIFICADA-CAW3,SIN MARCA IDENTIFICADA-CAW3,CAW3,CONTRAPESO ADHESIVO 1/4 oz. AUTO,Atributo E: CJ/52,SIN MARCA IDENTIFICADA,ADHESIVO,277.00,true,Activo,SIN MARCA IDENTIFICADA,1231
SIN MARCA IDENTIFICADA-PBR 1/4,SIN MARCA IDENTIFICADA-PBR 1/4,PBR 1/4,CONTRAPESOS AUTO 1/4 OZ,Atributo E: 100,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ACERO,1.06,true,Activo,SIN MARCA IDENTIFICADA,1234
SIN MARCA IDENTIFICADA-PBR 1/2,SIN MARCA IDENTIFICADA-PBR 1/2,PBR 1/2,CONTRAPESOS AUTO 1/2 OZ,Atributo E: 100,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ACERO,1.72,true,Activo,SIN MARCA IDENTIFICADA,1235
SIN MARCA IDENTIFICADA-PBR 3/4,SIN MARCA IDENTIFICADA-PBR 3/4,PBR 3/4,CONTRAPESOS AUTO 3/4 OZ,Atributo E: 100,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ACERO,2.55,true,Activo,SIN MARCA IDENTIFICADA,1236
SIN MARCA IDENTIFICADA-PBR 1,SIN MARCA IDENTIFICADA-PBR 1,PBR 1,CONTRAPESOS AUTO 1.0 OZ,Atributo E: 100,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ACERO,3.40,true,Activo,SIN MARCA IDENTIFICADA,1237
SIN MARCA IDENTIFICADA-PBR 1-1/4,SIN MARCA IDENTIFICADA-PBR 1-1/4,PBR 1-1/4,CONTRAPESOS AUTO 1-1/4 OZ,Atributo E: 100,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ACERO,4.28,true,Activo,SIN MARCA IDENTIFICADA,1238
SIN MARCA IDENTIFICADA-PBR 1-1/2,SIN MARCA IDENTIFICADA-PBR 1-1/2,PBR 1-1/2,CONTRAPESOS AUTO 1.5 OZ,Atributo E: 100,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ACERO,5.10,true,Activo,SIN MARCA IDENTIFICADA,1239
SIN MARCA IDENTIFICADA-PBR 1-3/4,SIN MARCA IDENTIFICADA-PBR 1-3/4,PBR 1-3/4,CONTRAPESOS AUTO 1-3/4 OZ,Atributo E: 50,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ACERO,5.96,true,Activo,SIN MARCA IDENTIFICADA,1240
SIN MARCA IDENTIFICADA-PBR 2,SIN MARCA IDENTIFICADA-PBR 2,PBR 2,CONTRAPESOS AUTO 2.0 OZ,Atributo E: 50,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ACERO,6.80,true,Activo,SIN MARCA IDENTIFICADA,1241
SIN MARCA IDENTIFICADA-PBR 2-1/4,SIN MARCA IDENTIFICADA-PBR 2-1/4,PBR 2-1/4,CONTRAPESOS AUTO 2-1/4 OZ,Atributo E: 50,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ACERO,7.66,true,Activo,SIN MARCA IDENTIFICADA,1242
SIN MARCA IDENTIFICADA-PBR 2-1/2,SIN MARCA IDENTIFICADA-PBR 2-1/2,PBR 2-1/2,CONTRAPESOS AUTO 2.5 OZ,Atributo E: 50,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ACERO,8.48,true,Activo,SIN MARCA IDENTIFICADA,1243
SIN MARCA IDENTIFICADA-PBR 2-3/4,SIN MARCA IDENTIFICADA-PBR 2-3/4,PBR 2-3/4,CONTRAPESOS AUTO 2-3/4 OZ,Atributo E: 50,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ACERO,9.36,true,Activo,SIN MARCA IDENTIFICADA,1244
SIN MARCA IDENTIFICADA-PBR 3,SIN MARCA IDENTIFICADA-PBR 3,PBR 3,CONTRAPESOS AUTO 3.0 OZ,Atributo E: 25,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ACERO,11.48,true,Activo,SIN MARCA IDENTIFICADA,1245
SIN MARCA IDENTIFICADA-AWR 1/4,SIN MARCA IDENTIFICADA-AWR 1/4,AWR 1/4,CONTRAPESOS AL 1/4 OZ,Atributo E: 100,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ALUMINIO,1.06,true,Activo,SIN MARCA IDENTIFICADA,1247
SIN MARCA IDENTIFICADA-AWR 1/2,SIN MARCA IDENTIFICADA-AWR 1/2,AWR 1/2,CONTRAPESOS AL 0.5 OZ,Atributo E: 100,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ALUMINIO,1.91,true,Activo,SIN MARCA IDENTIFICADA,1248
SIN MARCA IDENTIFICADA-AWR 3/4,SIN MARCA IDENTIFICADA-AWR 3/4,AWR 3/4,CONTRAPESOS AL 3/4 OZ,Atributo E: 100,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ALUMINIO,2.88,true,Activo,SIN MARCA IDENTIFICADA,1249
SIN MARCA IDENTIFICADA-AWR 1,SIN MARCA IDENTIFICADA-AWR 1,AWR 1,CONTRAPESOS AL 1.0 OZ,Atributo E: 100,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ALUMINIO,3.81,true,Activo,SIN MARCA IDENTIFICADA,1250
SIN MARCA IDENTIFICADA-AWR 1 1/4,SIN MARCA IDENTIFICADA-AWR 1 1/4,AWR 1 1/4,CONTRAPESOS AL 1-1/4 OZ,Atributo E: 100,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ALUMINIO,4.78,true,Activo,SIN MARCA IDENTIFICADA,1251
SIN MARCA IDENTIFICADA-AWR 1-1/2,SIN MARCA IDENTIFICADA-AWR 1-1/2,AWR 1-1/2,CONTRAPESOS AL 1.5 OZ,Atributo E: 100,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ALUMINIO,5.76,true,Activo,SIN MARCA IDENTIFICADA,1252
SIN MARCA IDENTIFICADA-AWR 1-3/4,SIN MARCA IDENTIFICADA-AWR 1-3/4,AWR 1-3/4,CONTRAPESOS AL 1-3/4 OZ,Atributo E: 50,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ALUMINIO,6.70,true,Activo,SIN MARCA IDENTIFICADA,1253
SIN MARCA IDENTIFICADA-AWR 2,SIN MARCA IDENTIFICADA-AWR 2,AWR 2,CONTRAPESOS AL 2.0 OZ,Atributo E: 50,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ALUMINIO,7.66,true,Activo,SIN MARCA IDENTIFICADA,1254
SIN MARCA IDENTIFICADA-AWR 2-1/4,SIN MARCA IDENTIFICADA-AWR 2-1/4,AWR 2-1/4,CONTRAPESOS AL 2-1/4 OZ,Atributo E: 50,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ALUMINIO,8.60,true,Activo,SIN MARCA IDENTIFICADA,1255
SIN MARCA IDENTIFICADA-AWR 2-1/2,SIN MARCA IDENTIFICADA-AWR 2-1/2,AWR 2-1/2,CONTRAPESOS AL 2.5 OZ,Atributo E: 50,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ALUMINIO,9.56,true,Activo,SIN MARCA IDENTIFICADA,1256
SIN MARCA IDENTIFICADA-AWR 2-3/4,SIN MARCA IDENTIFICADA-AWR 2-3/4,AWR 2-3/4,CONTRAPESOS AL 2-3/4 OZ,Atributo E: 50,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ALUMINIO,10.52,true,Activo,SIN MARCA IDENTIFICADA,1257
SIN MARCA IDENTIFICADA-AWR 3,SIN MARCA IDENTIFICADA-AWR 3,AWR 3,CONTRAPESOS AL 3.0 OZ,Atributo E: 25,SIN MARCA IDENTIFICADA,CONTRAPESO RIN ALUMINIO,11.48,true,Activo,SIN MARCA IDENTIFICADA,1258
SIN MARCA IDENTIFICADA-CCR2,SIN MARCA IDENTIFICADA-CCR2,CCR2,CONTRAPESOS CAMION 2 OZ,Atributo E: 50,SIN MARCA IDENTIFICADA,CONTRAPESO PARA CAMIÓN,8.45,true,Activo,SIN MARCA IDENTIFICADA,1261
SIN MARCA IDENTIFICADA-CCR4,SIN MARCA IDENTIFICADA-CCR4,CCR4,CONTRAPESOS CAMION 4 OZ,Atributo E: 25,SIN MARCA IDENTIFICADA,CONTRAPESO PARA CAMIÓN,21.45,true,Activo,SIN MARCA IDENTIFICADA,1262
SIN MARCA IDENTIFICADA-CCR6,SIN MARCA IDENTIFICADA-CCR6,CCR6,CONTRAPESOS CAMION 6 OZ,Atributo E: 25,SIN MARCA IDENTIFICADA,CONTRAPESO PARA CAMIÓN,31.10,true,Activo,SIN MARCA IDENTIFICADA,1263
SIN MARCA IDENTIFICADA-CCR8,SIN MARCA IDENTIFICADA-CCR8,CCR8,CONTRAPESOS CAMION 8 OZ,Atributo E: 20,SIN MARCA IDENTIFICADA,CONTRAPESO PARA CAMIÓN,41.20,true,Activo,SIN MARCA IDENTIFICADA,1264
SIN MARCA IDENTIFICADA-CCR10,SIN MARCA IDENTIFICADA-CCR10,CCR10,CONTRAPESOS CAMION 10 OZ,Atributo E: 15,SIN MARCA IDENTIFICADA,CONTRAPESO PARA CAMIÓN,49.13,true,Activo,SIN MARCA IDENTIFICADA,1265
SIN MARCA IDENTIFICADA-CCR12,SIN MARCA IDENTIFICADA-CCR12,CCR12,CONTRAPESOS CAMION 12 OZ,Atributo E: 15,SIN MARCA IDENTIFICADA,CONTRAPESO PARA CAMIÓN,59.25,true,Activo,SIN MARCA IDENTIFICADA,1266
SIN MARCA IDENTIFICADA-CCR14,SIN MARCA IDENTIFICADA-CCR14,CCR14,CONTRAPESOS CAMION 14 OZ,Atributo E: 10,SIN MARCA IDENTIFICADA,CONTRAPESO PARA CAMIÓN,68.00,true,Activo,SIN MARCA IDENTIFICADA,1267
SIN MARCA IDENTIFICADA-CCR16,SIN MARCA IDENTIFICADA-CCR16,CCR16,CONTRAPESOS CAMION 16 OZ,Atributo E: 10,SIN MARCA IDENTIFICADA,CONTRAPESO PARA CAMIÓN,76.30,true,Activo,SIN MARCA IDENTIFICADA,1268
SIN MARCA IDENTIFICADA-TIB10,SIN MARCA IDENTIFICADA-TIB10,TIB10,ESFERAS BALANCEO TIB10,Atributo E: 10oz,SIN MARCA IDENTIFICADA,ESFERAS DE BALANCEO,264.00,true,Activo,SIN MARCA IDENTIFICADA,1271
SIN MARCA IDENTIFICADA-TIB12,SIN MARCA IDENTIFICADA-TIB12,TIB12,ESFERAS BALANCEO TIB12,Atributo E: 12oz,SIN MARCA IDENTIFICADA,ESFERAS DE BALANCEO,299.00,true,Activo,SIN MARCA IDENTIFICADA,1272
SIN MARCA IDENTIFICADA-CAW10,SIN MARCA IDENTIFICADA-CAW10,CAW10,PINZAS PARA PLOMO,,SIN MARCA IDENTIFICADA,ACCESORIOS,162.40,true,Activo,SIN MARCA IDENTIFICADA,1275
SIN MARCA IDENTIFICADA-CAW11,SIN MARCA IDENTIFICADA-CAW11,CAW11,PINZAS PARA PLOMO REFORZADA,,SIN MARCA IDENTIFICADA,ACCESORIOS,279.56,true,Activo,SIN MARCA IDENTIFICADA,1276
SIN MARCA IDENTIFICADA-CAW12,SIN MARCA IDENTIFICADA-CAW12,CAW12,ESPATULA QUITA PLOMO ADHESIVO,,SIN MARCA IDENTIFICADA,ACCESORIOS,88.16,true,Activo,SIN MARCA IDENTIFICADA,1277
SIN MARCA IDENTIFICADA-CAW12~2,SIN MARCA IDENTIFICADA-CAW12,CAW12,MARTILLO-UÑA PARA BALANCEO DE CAMION,,SIN MARCA IDENTIFICADA,ACCESORIOS,301.60,true,Activo,SIN MARCA IDENTIFICADA,1278
SIN MARCA IDENTIFICADA-CAW14,SIN MARCA IDENTIFICADA-CAW14,CAW14,"LAINAS CHAMPION 1/8, 1/16 1/32",,SIN MARCA IDENTIFICADA,ACCESORIOS,2.53,true,Activo,SIN MARCA IDENTIFICADA,1279
SIN MARCA IDENTIFICADA-CAW17,SIN MARCA IDENTIFICADA-CAW17,CAW17,"LAINAS CAMION CHAMPION 1/8, 1/16 1/32",,SIN MARCA IDENTIFICADA,ACCESORIOS,10.00,true,Activo,SIN MARCA IDENTIFICADA,1280
SIN MARCA IDENTIFICADA-SD17PP,SIN MARCA IDENTIFICADA-SD17PP,SD17PP,1/2 17MM (SD17),,SIN MARCA IDENTIFICADA,DADO PARED DELGADA,69.60,true,Activo,SIN MARCA IDENTIFICADA,1284
SIN MARCA IDENTIFICADA-SD19PP,SIN MARCA IDENTIFICADA-SD19PP,SD19PP,1/2 19MM (SD19),,SIN MARCA IDENTIFICADA,DADO PARED DELGADA,69.60,true,Activo,SIN MARCA IDENTIFICADA,1285
SIN MARCA IDENTIFICADA-SD21PP,SIN MARCA IDENTIFICADA-SD21PP,SD21PP,1/2 21MM (SD21),,SIN MARCA IDENTIFICADA,DADO PARED DELGADA,69.60,true,Activo,SIN MARCA IDENTIFICADA,1286
SIN MARCA IDENTIFICADA-SD22PP,SIN MARCA IDENTIFICADA-SD22PP,SD22PP,1/2 22MM (SD22),,SIN MARCA IDENTIFICADA,DADO PARED DELGADA,69.60,true,Activo,SIN MARCA IDENTIFICADA,1287
SIN MARCA IDENTIFICADA-KDS3,SIN MARCA IDENTIFICADA-KDS3,KDS3,"KIT DADOS (3 DADOS) 21MM, 17MM, 19MM",,SIN MARCA IDENTIFICADA,KITS,223.00,true,Activo,SIN MARCA IDENTIFICADA,1289
SIN MARCA IDENTIFICADA-KDS7,SIN MARCA IDENTIFICADA-KDS7,KDS7,KIT DADOS (7 DADOS),,SIN MARCA IDENTIFICADA,KITS,512.00,true,Activo,SIN MARCA IDENTIFICADA,1290
SIN MARCA IDENTIFICADA-KDS8,SIN MARCA IDENTIFICADA-KDS8,KDS8,KIT DE DADOS PARA QUITAR TUERCAS DE SEGURIDAD,,SIN MARCA IDENTIFICADA,KITS,1130.00,true,Activo,SIN MARCA IDENTIFICADA,1291
SIN MARCA IDENTIFICADA-KDS1,SIN MARCA IDENTIFICADA-KDS1,KDS1,KIT DE DADOS EXTRACTORES DE TUERCAS,,SIN MARCA IDENTIFICADA,KITS,1789.88,true,Activo,SIN MARCA IDENTIFICADA,1292
SIN MARCA IDENTIFICADA-KDS2,SIN MARCA IDENTIFICADA-KDS2,KDS2,EXTRACTOR DE TUERCAS BARRIDAS (3 DADOS),,SIN MARCA IDENTIFICADA,KITS,1039.36,true,Activo,SIN MARCA IDENTIFICADA,1293
SIN MARCA IDENTIFICADA-KDS4,SIN MARCA IDENTIFICADA-KDS4,KDS4,EXRACTOR DE TUERCAS LLAVE (4 PZAS),,SIN MARCA IDENTIFICADA,KITS,1270.20,true,Activo,SIN MARCA IDENTIFICADA,1294
SIN MARCA IDENTIFICADA-S17AR,SIN MARCA IDENTIFICADA-S17AR,S17AR,1/2 17 MM (S17),,SIN MARCA IDENTIFICADA,DADOS ALTO RENDIMIENTO,81.00,true,Activo,SIN MARCA IDENTIFICADA,1297
SIN MARCA IDENTIFICADA-S19AR,SIN MARCA IDENTIFICADA-S19AR,S19AR,1/2 3/4 (S19),,SIN MARCA IDENTIFICADA,DADOS ALTO RENDIMIENTO,81.00,true,Activo,SIN MARCA IDENTIFICADA,1298
SIN MARCA IDENTIFICADA-S21AR,SIN MARCA IDENTIFICADA-S21AR,S21AR,1/2 13/16 (S21),,SIN MARCA IDENTIFICADA,DADOS ALTO RENDIMIENTO,81.00,true,Activo,SIN MARCA IDENTIFICADA,1299
SIN MARCA IDENTIFICADA-S22AR,SIN MARCA IDENTIFICADA-S22AR,S22AR,1/2 7/8 (S22),,SIN MARCA IDENTIFICADA,DADOS ALTO RENDIMIENTO,85.00,true,Activo,SIN MARCA IDENTIFICADA,1300
SIN MARCA IDENTIFICADA-S24AR,SIN MARCA IDENTIFICADA-S24AR,S24AR,1/2 15/16 (S24),,SIN MARCA IDENTIFICADA,DADOS ALTO RENDIMIENTO,133.10,true,Activo,SIN MARCA IDENTIFICADA,1301
SIN MARCA IDENTIFICADA-S25AR,SIN MARCA IDENTIFICADA-S25AR,S25AR,"1/2 1"" (S25)",,SIN MARCA IDENTIFICADA,DADOS ALTO RENDIMIENTO,133.10,true,Activo,SIN MARCA IDENTIFICADA,1302
SIN MARCA IDENTIFICADA-S27AR,SIN MARCA IDENTIFICADA-S27AR,S27AR,1/2 1/16 (S27),,SIN MARCA IDENTIFICADA,DADOS ALTO RENDIMIENTO,133.10,true,Activo,SIN MARCA IDENTIFICADA,1303
SIN MARCA IDENTIFICADA-S29AR,SIN MARCA IDENTIFICADA-S29AR,S29AR,1/2 1 1/8 (S29),,SIN MARCA IDENTIFICADA,DADOS ALTO RENDIMIENTO,147.40,true,Activo,SIN MARCA IDENTIFICADA,1304
SIN MARCA IDENTIFICADA-S21TAR,SIN MARCA IDENTIFICADA-S21TAR,S21TAR,3/4 13/16 (S21T),,SIN MARCA IDENTIFICADA,DADOS ALTO RENDIMIENTO,210.10,true,Activo,SIN MARCA IDENTIFICADA,1305
SIN MARCA IDENTIFICADA-S33AR,SIN MARCA IDENTIFICADA-S33AR,S33AR,"1"" 33MM (S33)",,SIN MARCA IDENTIFICADA,DADOS ALTO RENDIMIENTO,283.00,true,Activo,SIN MARCA IDENTIFICADA,1306
SIN MARCA IDENTIFICADA-S41AR,SIN MARCA IDENTIFICADA-S41AR,S41AR,"1"" 41MM (S41)",,SIN MARCA IDENTIFICADA,DADOS ALTO RENDIMIENTO,310.00,true,Activo,SIN MARCA IDENTIFICADA,1307
SIN MARCA IDENTIFICADA-S1AR,SIN MARCA IDENTIFICADA-S1AR,S1AR,"1"" 1 1/2 (S1)",,SIN MARCA IDENTIFICADA,DADOS ALTO RENDIMIENTO,310.00,true,Activo,SIN MARCA IDENTIFICADA,1308
SIN MARCA IDENTIFICADA-S2AR,SIN MARCA IDENTIFICADA-S2AR,S2AR,"1"" SQ 13/16 (S2)",,SIN MARCA IDENTIFICADA,DADOS ALTO RENDIMIENTO,255.00,true,Activo,SIN MARCA IDENTIFICADA,1309
SIN MARCA IDENTIFICADA-A1 AR,SIN MARCA IDENTIFICADA-A1 AR,A1 AR,"ADAPTADOR CUADRO 1/2” x MANDO 3/4""",,SIN MARCA IDENTIFICADA,DADOS ALTO RENDIMIENTO,90.48,true,Activo,SIN MARCA IDENTIFICADA,1310
SIN MARCA IDENTIFICADA-A2 AR,SIN MARCA IDENTIFICADA-A2 AR,A2 AR,"ADAPTADOR CUADRO3/4” x MANDO 1/2""",,SIN MARCA IDENTIFICADA,DADOS ALTO RENDIMIENTO,119.48,true,Activo,SIN MARCA IDENTIFICADA,1311
SIN MARCA IDENTIFICADA-A3 AR,SIN MARCA IDENTIFICADA-A3 AR,A3 AR,"ADAPTADOR CUADRO 1” x MANDO 3/4""",,SIN MARCA IDENTIFICADA,DADOS ALTO RENDIMIENTO,157.00,true,Activo,SIN MARCA IDENTIFICADA,1312
SIN MARCA IDENTIFICADA-A4 AR,SIN MARCA IDENTIFICADA-A4 AR,A4 AR,"ADAPTADOR CUADRO 3/4” x MANDO 1""",,SIN MARCA IDENTIFICADA,DADOS ALTO RENDIMIENTO,213.00,true,Activo,SIN MARCA IDENTIFICADA,1313
SIN MARCA IDENTIFICADA-EX3 AR,SIN MARCA IDENTIFICADA-EX3 AR,EX3 AR,"EXTENSION 1/2"" LARGO DE 3"" (75mm)",,SIN MARCA IDENTIFICADA,DADOS ALTO RENDIMIENTO,73.00,true,Activo,SIN MARCA IDENTIFICADA,1314
SIN MARCA IDENTIFICADA-E5E,SIN MARCA IDENTIFICADA-E5E,E5E,ESPATULA E5 ECONOMICA,,SIN MARCA IDENTIFICADA,ESPATULAS,395.00,true,Activo,SIN MARCA IDENTIFICADA,1316
SIN MARCA IDENTIFICADA-E5R,SIN MARCA IDENTIFICADA-E5R,E5R,ESPATULA E5 REFORZADA,,SIN MARCA IDENTIFICADA,ESPATULAS,476.00,true,Activo,SIN MARCA IDENTIFICADA,1317
SIN MARCA IDENTIFICADA-CE1,SIN MARCA IDENTIFICADA-CE1,CE1,ESPATULA DE UÑA CHAMPION,,SIN MARCA IDENTIFICADA,ESPATULAS,221.00,true,Activo,SIN MARCA IDENTIFICADA,1318
SIN MARCA IDENTIFICADA-CE2,SIN MARCA IDENTIFICADA-CE2,CE2,ESPATULA DOBLE CUCHARA CHAMPION,,SIN MARCA IDENTIFICADA,ESPATULAS,218.00,true,Activo,SIN MARCA IDENTIFICADA,1319
SIN MARCA IDENTIFICADA-CE3,SIN MARCA IDENTIFICADA-CE3,CE3,ESPATULA DOBLE CUCHARA LARGA,,SIN MARCA IDENTIFICADA,ESPATULAS,254.00,true,Activo,SIN MARCA IDENTIFICADA,1320
SIN MARCA IDENTIFICADA-CE8,SIN MARCA IDENTIFICADA-CE8,CE8,ESPATULA EXTRA LARGA DOBLE CUCHARA,,SIN MARCA IDENTIFICADA,ESPATULAS,288.00,true,Activo,SIN MARCA IDENTIFICADA,1321
SIN MARCA IDENTIFICADA-MA1AR,SIN MARCA IDENTIFICADA-MA1AR,MA1AR,MA1AR MANERAL ARTICULADO 1/2 SQ 450mm ALTO RENDIMIENTO,,SIN MARCA IDENTIFICADA,MANERALES,260.00,true,Activo,SIN MARCA IDENTIFICADA,1323
SIN MARCA IDENTIFICADA-ML3AR,SIN MARCA IDENTIFICADA-ML3AR,ML3AR,"ML3AR MANERAL ""L"" 1/2 SQ 250mm ALTO RENDIMIENTO",,SIN MARCA IDENTIFICADA,MANERALES,130.00,true,Activo,SIN MARCA IDENTIFICADA,1324
SIN MARCA IDENTIFICADA-EC14,SIN MARCA IDENTIFICADA-EC14,EC14,LLAVE DE CRUZ CROMADA 14,,SIN MARCA IDENTIFICADA,LLAVES DE CRUZ,123.31,true,Activo,SIN MARCA IDENTIFICADA,1327
SIN MARCA IDENTIFICADA-EC10C,SIN MARCA IDENTIFICADA-EC10C,EC10C,LLAVE DE CRUZ CROMADA 14 CON DADO,,SIN MARCA IDENTIFICADA,LLAVES DE CRUZ,123.31,true,Activo,SIN MARCA IDENTIFICADA,1328
SIN MARCA IDENTIFICADA-EC16,SIN MARCA IDENTIFICADA-EC16,EC16,LLAVE DE CRUZ CROMADA 16,,SIN MARCA IDENTIFICADA,LLAVES DE CRUZ,142.68,true,Activo,SIN MARCA IDENTIFICADA,1329
SIN MARCA IDENTIFICADA-EC14E,SIN MARCA IDENTIFICADA-EC14E,EC14E,LLAVE DE CRUZ PLEGABLE CON ESTUCHE,,SIN MARCA IDENTIFICADA,LLAVES DE CRUZ,400.20,true,Activo,SIN MARCA IDENTIFICADA,1330
SIN MARCA IDENTIFICADA-EC20,SIN MARCA IDENTIFICADA-EC20,EC20,"EC20 LLAVE DE CRUZ 20"" 17X19X21X22 CHAMPIONS",,SIN MARCA IDENTIFICADA,LLAVES DE CRUZ,176.00,true,Activo,SIN MARCA IDENTIFICADA,1331
SIN MARCA IDENTIFICADA-EC5,SIN MARCA IDENTIFICADA-EC5,EC5,"EC5 LLAVE DE CRUZ REFORZADA 22"" 17X19X21X22 CHAMPIONS",,SIN MARCA IDENTIFICADA,LLAVES DE CRUZ,256.00,true,Activo,SIN MARCA IDENTIFICADA,1332
SIN MARCA IDENTIFICADA-EM2,SIN MARCA IDENTIFICADA-EM2,EM2,EM2 MANERAL M2 40CM 2.4MM CHAMPIONS,,SIN MARCA IDENTIFICADA,LLAVES DE CRUZ,95.00,true,Activo,SIN MARCA IDENTIFICADA,1333
SIN MARCA IDENTIFICADA-CD33P,SIN MARCA IDENTIFICADA-CD33P,CD33P,LLAVE DE ARTILLERA D33P,,SIN MARCA IDENTIFICADA,LLAVES DE ARTILLERIA Y MANERALES,266.80,true,Activo,SIN MARCA IDENTIFICADA,1335
SIN MARCA IDENTIFICADA-CM2~2,SIN MARCA IDENTIFICADA-CM2,CM2,MANERAL PARA LLAVE DE CAMION,,SIN MARCA IDENTIFICADA,LLAVES DE ARTILLERIA Y MANERALES,110.20,true,Activo,SIN MARCA IDENTIFICADA,1336
SIN MARCA IDENTIFICADA-EPEB66-1,SIN MARCA IDENTIFICADA-EPEB66-1,EPEB66-1,KIT EXTRACTOR ENGRANESY POLEAS 5 TON,,SIN MARCA IDENTIFICADA,"EXTRACTORES POLEAS, ENGRANES, BALEROS,",1062.56,true,Activo,SIN MARCA IDENTIFICADA,2008
