sku,base_sku,original_code,name,description,brand,category,base_price,active,source_status,source_sheet,source_row
SIN MARCA IDENTIFICADA-E-1132,SIN MARCA IDENTIFICADA-E-1132,E-1132,GENERADOR DE NITROGENO 1 LLANTA MANUAL E-1132,,SIN MARCA IDENTIFICADA,GENERADORES DE NITROGENO,18700.00,true,Activo,SIN MARCA IDENTIFICADA,55
SIN MARCA IDENTIFICADA-E1170,SIN MARCA IDENTIFICADA-E1170,E1170,GENERADOR DE NITROGENO CAMION E1170,,SIN MARCA IDENTIFICADA,GENERADORES DE NITROGENO,63500.00,true,Activo,SIN MARCA IDENTIFICADA,56
SIN MARCA IDENTIFICADA-E-1135,SIN MARCA IDENTIFICADA-E-1135,E-1135,GENERADOR DE NITROGENO 1 LLANTA AUTOMATICO E-1135,,SIN MARCA IDENTIFICADA,GENERADORES DE NITROGENO,22100.00,true,Activo,SIN MARCA IDENTIFICADA,57
SIN MARCA IDENTIFICADA-E-1160,SIN MARCA IDENTIFICADA-E-1160,E-1160,GENERADOR DE NITROGENO 4 LLANTAS AUTOMATICO E-1160,,SIN MARCA IDENTIFICADA,GENERADORES DE NITROGENO,35200.00,true,Activo,SIN MARCA IDENTIFICADA,58
SIN MARCA IDENTIFICADA-A-1053,SIN MARCA IDENTIFICADA-A-1053,A-1053,ANALIZADOR DE NITROGENO,,SIN MARCA IDENTIFICADA,GENERADORES DE NITROGENO,6200.00,true,Activo,SIN MARCA IDENTIFICADA,59
SIN MARCA IDENTIFICADA-E-010OD,SIN MARCA IDENTIFICADA-E-010OD,E-010OD,INFLADOR DE AIRE DE BANCO,,SIN MARCA IDENTIFICADA,GENERADORES DE NITROGENO,10400.00,true,Activo,SIN MARCA IDENTIFICADA,60
SIN MARCA IDENTIFICADA-BEF01,SIN MARCA IDENTIFICADA-BEF01,BEF01,ADAPTADOR DE MOTO PARA BALANCEADORA,,SIN MARCA IDENTIFICADA,ACCESORIOS PARA BALANCEADORAS Y DESMONTADORAS,6700.00,true,Activo,SIN MARCA IDENTIFICADA,62
SIN MARCA IDENTIFICADA-DEF02,SIN MARCA IDENTIFICADA-DEF02,DEF02,CALIPER (COMPAS P/BALANCEADORA),,SIN MARCA IDENTIFICADA,ACCESORIOS PARA BALANCEADORAS Y DESMONTADORAS,156.60,true,Activo,SIN MARCA IDENTIFICADA,63
SIN MARCA IDENTIFICADA-1200-0242,SIN MARCA IDENTIFICADA-1200-0242,1200-0242,JUEGO DE CONOS DE CAMION,,SIN MARCA IDENTIFICADA,ACCESORIOS PARA BALANCEADORAS Y DESMONTADORAS,6600.00,true,Activo,SIN MARCA IDENTIFICADA,64
SIN MARCA IDENTIFICADA-BCF01,SIN MARCA IDENTIFICADA-BCF01,BCF01,CALIPER DE CAMION PARA BALANCEADORA,,SIN MARCA IDENTIFICADA,ACCESORIOS PARA BALANCEADORAS Y DESMONTADORAS,500.00,true,Activo,SIN MARCA IDENTIFICADA,65
SIN MARCA IDENTIFICADA-DEF03,SIN MARCA IDENTIFICADA-DEF03,DEF03,"MARIPOSA PARA BALANCEADORA (36,38,40)",,SIN MARCA IDENTIFICADA,ACCESORIOS PARA BALANCEADORAS Y DESMONTADORAS,1430.00,true,Activo,SIN MARCA IDENTIFICADA,66
SIN MARCA IDENTIFICADA-BCF03,SIN MARCA IDENTIFICADA-BCF03,BCF03,MARIPOSA PARA BALANCEADORA CAMION 42MM,,SIN MARCA IDENTIFICADA,ACCESORIOS PARA BALANCEADORAS Y DESMONTADORAS,2000.00,true,Activo,SIN MARCA IDENTIFICADA,67
SIN MARCA IDENTIFICADA-DEF04,SIN MARCA IDENTIFICADA-DEF04,DEF04,PATO PARA DESMONTADOR,,SIN MARCA IDENTIFICADA,ACCESORIOS PARA BALANCEADORAS Y DESMONTADORAS,726.00,true,Activo,SIN MARCA IDENTIFICADA,68
SIN MARCA IDENTIFICADA-DEF05,SIN MARCA IDENTIFICADA-DEF05,DEF05,PATO DE PLASTICO PARA DESMONTADOR,,SIN MARCA IDENTIFICADA,ACCESORIOS PARA BALANCEADORAS Y DESMONTADORAS,850.00,true,Activo,SIN MARCA IDENTIFICADA,69
SIN MARCA IDENTIFICADA-DEF06,SIN MARCA IDENTIFICADA-DEF06,DEF06,PROTECTOR DE PATO,,SIN MARCA IDENTIFICADA,ACCESORIOS PARA BALANCEADORAS Y DESMONTADORAS,88.00,true,Activo,SIN MARCA IDENTIFICADA,70
SIN MARCA IDENTIFICADA-DEF07,SIN MARCA IDENTIFICADA-DEF07,DEF07,ESPATULA PARA DESMONTADOR AUTOMATICO,,SIN MARCA IDENTIFICADA,ACCESORIOS PARA BALANCEADORAS Y DESMONTADORAS,314.60,true,Activo,SIN MARCA IDENTIFICADA,71
SIN MARCA IDENTIFICADA-DEF08,SIN MARCA IDENTIFICADA-DEF08,DEF08,ESPATULA PARA DESMONTADOR CON PROTECCIÓN PLASTICA,,SIN MARCA IDENTIFICADA,ACCESORIOS PARA BALANCEADORAS Y DESMONTADORAS,363.00,true,Activo,SIN MARCA IDENTIFICADA,72
SIN MARCA IDENTIFICADA-DEF09,SIN MARCA IDENTIFICADA-DEF09,DEF09,BAJA CEJAS,,SIN MARCA IDENTIFICADA,ACCESORIOS PARA BALANCEADORAS Y DESMONTADORAS,363.00,true,Activo,SIN MARCA IDENTIFICADA,73
SIN MARCA IDENTIFICADA-DEF10,SIN MARCA IDENTIFICADA-DEF10,DEF10,PROTECTOR DE PLASTICO P/RIN,,SIN MARCA IDENTIFICADA,ACCESORIOS PARA BALANCEADORAS Y DESMONTADORAS,88.00,true,Activo,SIN MARCA IDENTIFICADA,74
SIN MARCA IDENTIFICADA-COE12,SIN MARCA IDENTIFICADA-COE12,COE12,COMPERSOR PORTATIL DE AIRE PARA EMERGENCIAS,,SIN MARCA IDENTIFICADA,COMPRESORES,555.00,true,Activo,SIN MARCA IDENTIFICADA,76
SIN MARCA IDENTIFICADA-COE17,SIN MARCA IDENTIFICADA-COE17,COE17,COMPRESOR SILENCIOSO 24L,,SIN MARCA IDENTIFICADA,COMPRESORES,4158.00,true,Activo,SIN MARCA IDENTIFICADA,77
SIN MARCA IDENTIFICADA-COE03,SIN MARCA IDENTIFICADA-COE03,COE03,COMPRESOR 2 HP TANQUE 108 LTS 110 V.,,SIN MARCA IDENTIFICADA,COMPRESORES,8444.80,true,Activo,SIN MARCA IDENTIFICADA,78
SIN MARCA IDENTIFICADA-COE04,SIN MARCA IDENTIFICADA-COE04,COE04,COMPRESORA MINI 2.5 HP TANQUE 25 LTS. 110 V.,,SIN MARCA IDENTIFICADA,COMPRESORES,2267.80,true,Activo,SIN MARCA IDENTIFICADA,79
SIN MARCA IDENTIFICADA-COE01,SIN MARCA IDENTIFICADA-COE01,COE01,COMPRESOR 1 HP TANQUE 50 LTS 110 V.,,SIN MARCA IDENTIFICADA,COMPRESORES,5137.00,true,Activo,SIN MARCA IDENTIFICADA,80
SIN MARCA IDENTIFICADA-COE05,SIN MARCA IDENTIFICADA-COE05,COE05,COMPRESOR 2.5 HP TANQUE 50 LTS 110 V.,,SIN MARCA IDENTIFICADA,COMPRESORES,2552.00,true,Activo,SIN MARCA IDENTIFICADA,81
SIN MARCA IDENTIFICADA-COE06,SIN MARCA IDENTIFICADA-COE06,COE06,COMPRESOR 3 HP TANQUE 225 LTS 110V.,,SIN MARCA IDENTIFICADA,COMPRESORES,12499.00,true,Activo,SIN MARCA IDENTIFICADA,82
SIN MARCA IDENTIFICADA-COE18,SIN MARCA IDENTIFICADA-COE18,COE18,COMPRESOR 5 HP TANQUE 300L VERTICAL 220V,,SIN MARCA IDENTIFICADA,COMPRESORES,19720.00,true,Activo,SIN MARCA IDENTIFICADA,83
SIN MARCA IDENTIFICADA-COE19,SIN MARCA IDENTIFICADA-COE19,COE19,COMPRESOR 5 HP TANQUE 300L HORISONTAL 220V,,SIN MARCA IDENTIFICADA,COMPRESORES,19720.00,true,Activo,SIN MARCA IDENTIFICADA,84
SIN MARCA IDENTIFICADA-COE10,SIN MARCA IDENTIFICADA-COE10,COE10,COMPRESOR 5 HP TANQUE 500 LTS TRIFASICO,,SIN MARCA IDENTIFICADA,COMPRESORES,29363.00,true,Activo,SIN MARCA IDENTIFICADA,85
SIN MARCA IDENTIFICADA-COE11,SIN MARCA IDENTIFICADA-COE11,COE11,COMPRESOR 5 HP TANQUE 500 LTS 220V,,SIN MARCA IDENTIFICADA,COMPRESORES,30877.00,true,Activo,SIN MARCA IDENTIFICADA,86
SIN MARCA IDENTIFICADA-COE07,SIN MARCA IDENTIFICADA-COE07,COE07,COMPRESOR 7.5 HP TANQUE 500 LTS TRIFASICO.,,SIN MARCA IDENTIFICADA,COMPRESORES,31175.00,true,Activo,SIN MARCA IDENTIFICADA,87
SIN MARCA IDENTIFICADA-COE08,SIN MARCA IDENTIFICADA-COE08,COE08,COMPRESOR 7.5 HP TANQUE 500L 220V,,SIN MARCA IDENTIFICADA,COMPRESORES,33558.00,true,Activo,SIN MARCA IDENTIFICADA,88
SIN MARCA IDENTIFICADA-COE09,SIN MARCA IDENTIFICADA-COE09,COE09,COMPRESOR 10 HP TANQUE 500 LTS TRIFASICO.,,SIN MARCA IDENTIFICADA,COMPRESORES,34258.00,true,Activo,SIN MARCA IDENTIFICADA,89
SIN MARCA IDENTIFICADA-COG10,SIN MARCA IDENTIFICADA-COG10,COG10,COMPRESOR A GASOLINA 6.5 HP TANQUE 108 LTS.PIOLA,,SIN MARCA IDENTIFICADA,COMPRESORES,9991.08,true,Activo,SIN MARCA IDENTIFICADA,90
SIN MARCA IDENTIFICADA-COG15,SIN MARCA IDENTIFICADA-COG15,COG15,COMPRESOR A GASOLINA 6.5 HP TANQUE 108 LTS.ARRANQUE,,SIN MARCA IDENTIFICADA,COMPRESORES,12499.00,true,Activo,SIN MARCA IDENTIFICADA,91
SIN MARCA IDENTIFICADA-COG13,SIN MARCA IDENTIFICADA-COG13,COG13,COMPPRESOR A GASOLINA 13 HP TANQUE 300 LTS. MARCHA ARRANQUE ELECTRICO,,SIN MARCA IDENTIFICADA,COMPRESORES,28652.00,true,Activo,SIN MARCA IDENTIFICADA,92
SIN MARCA IDENTIFICADA-COG14,SIN MARCA IDENTIFICADA-COG14,COG14,COMPRESORA GASOLINA 13 HP TANQUE 500 LTS MARCHA ARRAQUE ELECTRICO,,SIN MARCA IDENTIFICADA,COMPRESORES,30982.00,true,Activo,SIN MARCA IDENTIFICADA,93
SIN MARCA IDENTIFICADA-BAD1,SIN MARCA IDENTIFICADA-BAD1,BAD1,CABEZAL P/COMPRESOR 1HP LINEAL ( 1 PISTON),,SIN MARCA IDENTIFICADA,CABEZALES,1563.68,true,Activo,SIN MARCA IDENTIFICADA,100
SIN MARCA IDENTIFICADA-BAD2,SIN MARCA IDENTIFICADA-BAD2,BAD2,CABEZAL P/COMPRESOR 2 HP EN “v” ( 2 PISTONES),,SIN MARCA IDENTIFICADA,CABEZALES,1958.00,true,Activo,SIN MARCA IDENTIFICADA,101
SIN MARCA IDENTIFICADA-BAD3,SIN MARCA IDENTIFICADA-BAD3,BAD3,CABEZAL P/COMPRESOR 3 HP EN “V” ( 2 PISTONES),,SIN MARCA IDENTIFICADA,CABEZALES,2562.44,true,Activo,SIN MARCA IDENTIFICADA,102
SIN MARCA IDENTIFICADA-BAU3,SIN MARCA IDENTIFICADA-BAU3,BAU3,CABEZAL P/COMPRESOR 3 HP LINEAL ( 1 PISTON),,SIN MARCA IDENTIFICADA,CABEZALES,2186.60,true,Activo,SIN MARCA IDENTIFICADA,103
SIN MARCA IDENTIFICADA-BAD5,SIN MARCA IDENTIFICADA-BAD5,BAD5,CABEZAL P/COMPRESOR 5 HP EN “V” ( 2 PISTONES),,SIN MARCA IDENTIFICADA,CABEZALES,4782.68,true,Activo,SIN MARCA IDENTIFICADA,104
SIN MARCA IDENTIFICADA-BAU7,SIN MARCA IDENTIFICADA-BAU7,BAU7,CABEZAL P/COMPRESOR 5 a 7.5 HP LINEAL,,SIN MARCA IDENTIFICADA,CABEZALES,7400.80,true,Activo,SIN MARCA IDENTIFICADA,105
SIN MARCA IDENTIFICADA-BAD10,SIN MARCA IDENTIFICADA-BAD10,BAD10,CABEZAL P/COMPRESOR 10 HP EN V ( 2 PISTONES),,SIN MARCA IDENTIFICADA,CABEZALES,9100.20,true,Activo,SIN MARCA IDENTIFICADA,106
SIN MARCA IDENTIFICADA-MTC1,SIN MARCA IDENTIFICADA-MTC1,MTC1,MTC1 MOTOR 1 HP MONOFASICO PARA COMPRESOR 3600R.P.M.,,SIN MARCA IDENTIFICADA,MOTORES COMPRESORES,1852.52,true,Activo,SIN MARCA IDENTIFICADA,108
SIN MARCA IDENTIFICADA-MTC2,SIN MARCA IDENTIFICADA-MTC2,MTC2,"MTC2 MOTOR 2 HP MONOFASICO PARA COMPRESOR3,600 RPM",,SIN MARCA IDENTIFICADA,MOTORES COMPRESORES,2050.00,true,Activo,SIN MARCA IDENTIFICADA,109
SIN MARCA IDENTIFICADA-MTC3-1F,SIN MARCA IDENTIFICADA-MTC3-1F,MTC3-1F,MTC3 MOTOR 3HP 110V PARA COMPRESOR 3600RPM,,SIN MARCA IDENTIFICADA,MOTORES COMPRESORES,2400.00,true,Activo,SIN MARCA IDENTIFICADA,110
SIN MARCA IDENTIFICADA-MTC3-2F,SIN MARCA IDENTIFICADA-MTC3-2F,MTC3-2F,MTC3 MOTOR 3HP 220V PARA COMPRESOR 3600RPM,,SIN MARCA IDENTIFICADA,MOTORES COMPRESORES,2204.00,true,Activo,SIN MARCA IDENTIFICADA,111
SIN MARCA IDENTIFICADA-MTC5-3F,SIN MARCA IDENTIFICADA-MTC5-3F,MTC5-3F,MTC5 MOTOR 5HP TRIFASICO PARA COMPRESOR3600RPM,,SIN MARCA IDENTIFICADA,MOTORES COMPRESORES,3735.20,true,Activo,SIN MARCA IDENTIFICADA,112
SIN MARCA IDENTIFICADA-MTC5-2F,SIN MARCA IDENTIFICADA-MTC5-2F,MTC5-2F,MTC5 MOTOR 5 HP 220 V BIFASICO PARA COMPRESOR 3600 RPM,,SIN MARCA IDENTIFICADA,MOTORES COMPRESORES,5102.80,true,Activo,SIN MARCA IDENTIFICADA,113
SIN MARCA IDENTIFICADA-MTC7,SIN MARCA IDENTIFICADA-MTC7,MTC7,MTC7 MOTOR 7.5 220V COMPRESOR 3600 RPM,,SIN MARCA IDENTIFICADA,MOTORES COMPRESORES,6860.24,true,Activo,SIN MARCA IDENTIFICADA,114
SIN MARCA IDENTIFICADA-MTC10-3F,SIN MARCA IDENTIFICADA-MTC10-3F,MTC10-3F,MTC10 MOTOR 10HP TRIFASICO PARA COMPRESOR 3600 RPM,,SIN MARCA IDENTIFICADA,MOTORES COMPRESORES,7600.00,true,Activo,SIN MARCA IDENTIFICADA,115
SIN MARCA IDENTIFICADA-MTC6-G,SIN MARCA IDENTIFICADA-MTC6-G,MTC6-G,MTC6 MOTOR A GASOLINA 6.5HP,,SIN MARCA IDENTIFICADA,MOTORES COMPRESORES,2204.00,true,Activo,SIN MARCA IDENTIFICADA,116
SIN MARCA IDENTIFICADA-MTC6-GM,SIN MARCA IDENTIFICADA-MTC6-GM,MTC6-GM,MTC6 MOTOR A GASOLINA 6.5HP MARCHA,,SIN MARCA IDENTIFICADA,MOTORES COMPRESORES,2900.00,true,Activo,SIN MARCA IDENTIFICADA,117
SIN MARCA IDENTIFICADA-MTC13-G,SIN MARCA IDENTIFICADA-MTC13-G,MTC13-G,MTC13 MOTOR MARCHA GASOLINA 13HP,,SIN MARCA IDENTIFICADA,MOTORES COMPRESORES,6499.48,true,Activo,SIN MARCA IDENTIFICADA,118
SIN MARCA IDENTIFICADA-MTC10-2F,SIN MARCA IDENTIFICADA-MTC10-2F,MTC10-2F,MTC10 MOTOR 10HP PARA COMPRESOR 1800 RPM,,SIN MARCA IDENTIFICADA,MOTORES COMPRESORES,7800.00,true,Activo,SIN MARCA IDENTIFICADA,119
SIN MARCA IDENTIFICADA-PAC01,SIN MARCA IDENTIFICADA-PAC01,PAC01,AUTOMATICO TRIFASICO,,SIN MARCA IDENTIFICADA,AUTOMATICOS,385.80,true,Activo,SIN MARCA IDENTIFICADA,124
SIN MARCA IDENTIFICADA-PAC02,SIN MARCA IDENTIFICADA-PAC02,PAC02,AUTOMATICO P/COMPRESOR,,SIN MARCA IDENTIFICADA,AUTOMATICOS,248.05,true,Activo,SIN MARCA IDENTIFICADA,125
SIN MARCA IDENTIFICADA-PAC03,SIN MARCA IDENTIFICADA-PAC03,PAC03,AUTOMATICO P/COMPRESOR CON DESCARGA,,SIN MARCA IDENTIFICADA,AUTOMATICOS,190.00,true,Activo,SIN MARCA IDENTIFICADA,126
SIN MARCA IDENTIFICADA-PAC04,SIN MARCA IDENTIFICADA-PAC04,PAC04,AUTOMATICO P/COMPRESOR 3 VIAS,,SIN MARCA IDENTIFICADA,AUTOMATICOS,185.00,true,Activo,SIN MARCA IDENTIFICADA,127
SIN MARCA IDENTIFICADA-PAC05,SIN MARCA IDENTIFICADA-PAC05,PAC05,AUTOMATICO P/COMPRESOR 3 VIAS CON BOTON,,SIN MARCA IDENTIFICADA,AUTOMATICOS,150.00,true,Activo,SIN MARCA IDENTIFICADA,128
SIN MARCA IDENTIFICADA-SMC-4,SIN MARCA IDENTIFICADA-SMC-4,SMC-4,"SET MANIFOLD PARA COMPRESOR 108L/225L (MANOMETRO, VALVULA SEGURIDAD, AUTOMATICO, LLAVE DE PASO)",,SIN MARCA IDENTIFICADA,AUTOMATICOS,350.00,true,Activo,SIN MARCA IDENTIFICADA,129
SIN MARCA IDENTIFICADA-SMC-2,SIN MARCA IDENTIFICADA-SMC-2,SMC-2,"SET MANIFOLD PARA COMPRESOR 300L (MANOMETRO, VALVULA SEGURIDAD, AUTOMATICO, LLAVE DE PASO)",,SIN MARCA IDENTIFICADA,AUTOMATICOS,350.00,true,Activo,SIN MARCA IDENTIFICADA,130
SIN MARCA IDENTIFICADA-SMC-1,SIN MARCA IDENTIFICADA-SMC-1,SMC-1,"SET MANIFOLD PARA COMPRESOR 500L (MANOMETRO, VALVULA SEGURIDAD, AUTOMATICO, LLAVE DE PASO)",,SIN MARCA IDENTIFICADA,AUTOMATICOS,400.00,true,Activo,SIN MARCA IDENTIFICADA,131
SIN MARCA IDENTIFICADA-1006,SIN MARCA IDENTIFICADA-1006,1006,"VALVULA DE RETENCION 1006 3/4""",,SIN MARCA IDENTIFICADA,CONEXIONES PARA COMPRESOR,496.10,true,Activo,SIN MARCA IDENTIFICADA,133
SIN MARCA IDENTIFICADA-1008,SIN MARCA IDENTIFICADA-1008,1008,"VALVULA DE RETENCION 1008 1""",,SIN MARCA IDENTIFICADA,CONEXIONES PARA COMPRESOR,716.60,true,Activo,SIN MARCA IDENTIFICADA,134
SIN MARCA IDENTIFICADA-1004A,SIN MARCA IDENTIFICADA-1004A,1004A,VALVULA DE RETENCION 1004-A 1⁄2” RECTA,,SIN MARCA IDENTIFICADA,CONEXIONES PARA COMPRESOR,234.32,true,Activo,SIN MARCA IDENTIFICADA,135
SIN MARCA IDENTIFICADA-1004B,SIN MARCA IDENTIFICADA-1004B,1004B,"VALVULA DE RETENCION 1004-B 1/2""",,SIN MARCA IDENTIFICADA,CONEXIONES PARA COMPRESOR,254.85,true,Activo,SIN MARCA IDENTIFICADA,136
SIN MARCA IDENTIFICADA-1004BA,SIN MARCA IDENTIFICADA-1004BA,1004BA,VALVULA DE RETENCION 1004-BA,,SIN MARCA IDENTIFICADA,CONEXIONES PARA COMPRESOR,241.05,true,Activo,SIN MARCA IDENTIFICADA,137
SIN MARCA IDENTIFICADA-A03,SIN MARCA IDENTIFICADA-A03,A03,"VALVULA DE RETENCION A3 1/2"" X 3/4""",,SIN MARCA IDENTIFICADA,CONEXIONES PARA COMPRESOR,103.80,true,Activo,SIN MARCA IDENTIFICADA,138
SIN MARCA IDENTIFICADA-A04,SIN MARCA IDENTIFICADA-A04,A04,"VALVULA DE RETENCION A4 3/4"" X 3/4""",,SIN MARCA IDENTIFICADA,CONEXIONES PARA COMPRESOR,165.30,true,Activo,SIN MARCA IDENTIFICADA,139
SIN MARCA IDENTIFICADA-A10,SIN MARCA IDENTIFICADA-A10,A10,"VALVULA DE RETENCION A10 1 1/4""",,SIN MARCA IDENTIFICADA,CONEXIONES PARA COMPRESOR,716.53,true,Activo,SIN MARCA IDENTIFICADA,140
SIN MARCA IDENTIFICADA-A12,SIN MARCA IDENTIFICADA-A12,A12,VALVULA PILOTO REGULADORA DE FLUJO 9 A 12 BAR 1/2 NPT,,SIN MARCA IDENTIFICADA,CONEXIONES PARA COMPRESOR,775.00,true,Activo,SIN MARCA IDENTIFICADA,141
SIN MARCA IDENTIFICADA-A12-C,SIN MARCA IDENTIFICADA-A12-C,A12-C,CHICOTE PARA VALULA PILOTO,Nota de migracion: Precio faltante en origen,SIN MARCA IDENTIFICADA,CONEXIONES PARA COMPRESOR,0.00,false,Pendiente,SIN MARCA IDENTIFICADA,142
SIN MARCA IDENTIFICADA-A5,SIN MARCA IDENTIFICADA-A5,A5,"VALVULA DE RETENCION A5 3/4""",,SIN MARCA IDENTIFICADA,CONEXIONES PARA COMPRESOR,234.32,true,Activo,SIN MARCA IDENTIFICADA,143
SIN MARCA IDENTIFICADA-A9,SIN MARCA IDENTIFICADA-A9,A9,"VALVULA DE RETENCIÓN A9 1 1/4""",,SIN MARCA IDENTIFICADA,CONEXIONES PARA COMPRESOR,716.53,true,Activo,SIN MARCA IDENTIFICADA,144
SIN MARCA IDENTIFICADA-DRE01,SIN MARCA IDENTIFICADA-DRE01,DRE01,VALVULA DE DRENADO,,SIN MARCA IDENTIFICADA,CONEXIONES PARA COMPRESOR,55.10,true,Activo,SIN MARCA IDENTIFICADA,145
SIN MARCA IDENTIFICADA-VP2,SIN MARCA IDENTIFICADA-VP2,VP2,VALVULA DE PASO DE 1/2 HEMBRA,,SIN MARCA IDENTIFICADA,CONEXIONES PARA COMPRESOR,80.00,true,Activo,SIN MARCA IDENTIFICADA,146
SIN MARCA IDENTIFICADA-VP4,SIN MARCA IDENTIFICADA-VP4,VP4,VALVULA DE PASO DE 1/4 HEMBRA,,SIN MARCA IDENTIFICADA,CONEXIONES PARA COMPRESOR,30.00,true,Activo,SIN MARCA IDENTIFICADA,147
SIN MARCA IDENTIFICADA-VS150,SIN MARCA IDENTIFICADA-VS150,VS150,"VALVULA DE SEGURIDAD 150 LB, 200LB",,SIN MARCA IDENTIFICADA,CONEXIONES PARA COMPRESOR,60.00,true,Activo,SIN MARCA IDENTIFICADA,148
SIN MARCA IDENTIFICADA-VS200,SIN MARCA IDENTIFICADA-VS200,VS200,"VALVULA DE SEGURIDAD 150 LB, 200LB",,SIN MARCA IDENTIFICADA,CONEXIONES PARA COMPRESOR,70.00,true,Activo,SIN MARCA IDENTIFICADA,149
SIN MARCA IDENTIFICADA-VT14,SIN MARCA IDENTIFICADA-VT14,VT14,VALVULA DE TANQUE 1/4 Y 1/8,,SIN MARCA IDENTIFICADA,CONEXIONES PARA COMPRESOR,48.26,true,Activo,SIN MARCA IDENTIFICADA,150
SIN MARCA IDENTIFICADA-3030P,SIN MARCA IDENTIFICADA-3030P,3030P,EXTRACTOR DE FLUIDOS,,SIN MARCA IDENTIFICADA,EXTRACTORES DE FLUIDOS,1320.00,true,Activo,SIN MARCA IDENTIFICADA,152
SIN MARCA IDENTIFICADA-3030M,SIN MARCA IDENTIFICADA-3030M,3030M,EXTRACTOR DE FLUIDOS CON BOMBA,,SIN MARCA IDENTIFICADA,EXTRACTORES DE FLUIDOS,1540.00,true,Activo,SIN MARCA IDENTIFICADA,153
SIN MARCA IDENTIFICADA-3030,SIN MARCA IDENTIFICADA-3030,3030,EXTRACTOR DE FLUIDOS PARA FRENO,,SIN MARCA IDENTIFICADA,EXTRACTORES DE FLUIDOS,600.00,true,Activo,SIN MARCA IDENTIFICADA,154
SIN MARCA IDENTIFICADA-EN12,SIN MARCA IDENTIFICADA-EN12,EN12,ENGRASADORA NEUMATICA 12 KG,,SIN MARCA IDENTIFICADA,EXTRACTORES DE FLUIDOS,2694.00,true,Activo,SIN MARCA IDENTIFICADA,155
SIN MARCA IDENTIFICADA-EN30,SIN MARCA IDENTIFICADA-EN30,EN30,ENGRASADORA NEUMATICA 30KG,,SIN MARCA IDENTIFICADA,EXTRACTORES DE FLUIDOS,3600.00,true,Activo,SIN MARCA IDENTIFICADA,156
SIN MARCA IDENTIFICADA-EN12-R,SIN MARCA IDENTIFICADA-EN12-R,EN12-R,ENGRASADAORA NEUMATICA 12 KG ROJA,,SIN MARCA IDENTIFICADA,EXTRACTORES DE FLUIDOS,2694.00,true,Activo,SIN MARCA IDENTIFICADA,157
SIN MARCA IDENTIFICADA-EN30-R,SIN MARCA IDENTIFICADA-EN30-R,EN30-R,ENGRASADORA NEUMATICA 30KG ROJA,,SIN MARCA IDENTIFICADA,EXTRACTORES DE FLUIDOS,3290.00,true,Activo,SIN MARCA IDENTIFICADA,158
SIN MARCA IDENTIFICADA-IGM-400-8,SIN MARCA IDENTIFICADA-IGM-400-8,IGM-400-8,"IGM-400-8 INYECTORA DE GRASA MANUAL 400C 8,000 PSI",,SIN MARCA IDENTIFICADA,EXTRACTORES DE FLUIDOS,235.00,true,Activo,SIN MARCA IDENTIFICADA,159
SIN MARCA IDENTIFICADA-IGM-800-10,SIN MARCA IDENTIFICADA-IGM-800-10,IGM-800-10,"IGM-800-10 INYECTORA DE GRASA MANUAL 800C 10,000 PSI",,SIN MARCA IDENTIFICADA,EXTRACTORES DE FLUIDOS,495.00,true,Activo,SIN MARCA IDENTIFICADA,160
SIN MARCA IDENTIFICADA-IGM-800-14,SIN MARCA IDENTIFICADA-IGM-800-14,IGM-800-14,"IGM-800-14 ENGRASADORA MANUAL 800CC 14,000 PSI",,SIN MARCA IDENTIFICADA,EXTRACTORES DE FLUIDOS,458.00,true,Activo,SIN MARCA IDENTIFICADA,161
SIN MARCA IDENTIFICADA-EN20M,SIN MARCA IDENTIFICADA-EN20M,EN20M,EN20M ENGRASADORA MANUAL 20KG,,SIN MARCA IDENTIFICADA,EXTRACTORES DE FLUIDOS,1446.00,true,Activo,SIN MARCA IDENTIFICADA,162
SIN MARCA IDENTIFICADA-EN-025,SIN MARCA IDENTIFICADA-EN-025,EN-025,PISTOLA PARA ENGRASADORA,,SIN MARCA IDENTIFICADA,EXTRACTORES DE FLUIDOS,280.72,true,Activo,SIN MARCA IDENTIFICADA,163
SIN MARCA IDENTIFICADA-EN16M,SIN MARCA IDENTIFICADA-EN16M,EN16M,EN16M ENGRASADORA MANUAL 16KG,,SIN MARCA IDENTIFICADA,EXTRACTORES DE FLUIDOS,1128.00,true,Activo,SIN MARCA IDENTIFICADA,164
SIN MARCA IDENTIFICADA-EN-024,SIN MARCA IDENTIFICADA-EN-024,EN-024,EN-024 MANGUERA 4M PARA ENGRASADORA,,SIN MARCA IDENTIFICADA,EXTRACTORES DE FLUIDOS,310.00,true,Activo,SIN MARCA IDENTIFICADA,165
SIN MARCA IDENTIFICADA-GE180,SIN MARCA IDENTIFICADA-GE180,GE180,GE180 GRASERA ESTANDAR RECTA 1/8,,SIN MARCA IDENTIFICADA,EXTRACTORES DE FLUIDOS,4.50,true,Activo,SIN MARCA IDENTIFICADA,166
SIN MARCA IDENTIFICADA-GE45,SIN MARCA IDENTIFICADA-GE45,GE45,GE45 GRASERA ESTANDAR 45 GRADOS 1/8,,SIN MARCA IDENTIFICADA,EXTRACTORES DE FLUIDOS,4.50,true,Activo,SIN MARCA IDENTIFICADA,167
